ticket_id,customerID,issue_type,priority,channel,status,created_days_ago,resolution_hours,resolution
TKT-001826,3858-XHYJO,Streaming,Low,Phone,In Progress,128,46.86,Pending
TKT-001827,3858-XHYJO,Billing,Low,Email,Resolved,80,49.23,Payment method updated
TKT-001828,3858-XHYJO,Technical Support,Low,Chat,Resolved,50,46.39,Customer provided troubleshooting steps
TKT-001829,3338-CVVEH,Technical Support,High,Web,Closed,124,29.73,Issue resolved remotely
TKT-001830,3338-CVVEH,Streaming,Medium,Chat,In Progress,159,32.48,Pending
TKT-001831,3338-CVVEH,Technical Support,High,Phone,Resolved,78,18.04,Issue resolved remotely
TKT-001832,4560-WQAQW,Account Access,Low,Web,Closed,178,24.58,Service configuration updated
TKT-001833,4560-WQAQW,Payment Issue,Low,Phone,Closed,75,30.18,Payment method updated
TKT-001834,4560-WQAQW,Streaming,Low,Chat,Resolved,262,51.45,Customer provided troubleshooting steps
TKT-001835,2885-HIJDH,Account Access,Medium,Email,Resolved,67,33.12,Customer provided troubleshooting steps
TKT-001836,6682-QJDGB,Equipment,Low,Email,Resolved,61,79.88,Account information updated
TKT-001837,6682-QJDGB,Internet Connectivity,Low,Web,Resolved,290,43.62,Customer provided troubleshooting steps
TKT-001838,6682-QJDGB,Technical Support,Low,Web,Resolved,239,105.48,Issue resolved remotely
TKT-001839,0997-YTLNY,Internet Connectivity,Low,Chat,Resolved,70,81.68,Service configuration updated
TKT-001840,8821-XNHVZ,Billing,Medium,Web,Open,73,55.0,Pending
TKT-001841,8821-XNHVZ,Internet Connectivity,High,Web,Resolved,120,6.29,Replacement equipment requested
TKT-001842,8821-XNHVZ,Internet Connectivity,Medium,Phone,Closed,257,71.86,Escalated to specialist
TKT-001843,9700-ISPUP,Internet Connectivity,Medium,Email,Open,12,19.29,Pending
TKT-001844,9700-ISPUP,Internet Connectivity,Medium,Web,Closed,265,56.05,Payment method updated
TKT-001845,8053-WWDRO,Payment Issue,Low,Email,Resolved,20,53.92,Customer provided troubleshooting steps
TKT-001846,8053-WWDRO,Billing,Low,Phone,Closed,74,15.95,Service configuration updated
TKT-001847,1470-PSXNM,Payment Issue,Medium,Phone,Closed,108,53.78,Account information updated
TKT-001848,1470-PSXNM,Billing,Medium,Chat,Open,338,54.03,Pending
TKT-001849,9866-OCCKE,Billing,Low,Phone,Closed,120,68.01,Service configuration updated
TKT-001850,6283-GITPX,Internet Connectivity,Low,Phone,Closed,149,107.99,Payment method updated
TKT-001851,6283-GITPX,Internet Connectivity,Low,Chat,Resolved,239,80.16,Escalated to specialist
TKT-001852,4724-WXVWF,Technical Support,Low,Phone,In Progress,101,82.64,Pending
TKT-001853,5701-GUXDC,Billing,Low,Phone,In Progress,204,39.67,Pending
TKT-001854,4919-IKATY,Payment Issue,High,Chat,Closed,180,20.63,Escalated to specialist
TKT-001855,4919-IKATY,Account Access,Medium,Phone,Resolved,141,58.98,Customer provided troubleshooting steps
TKT-001856,9050-QLROH,Service Change,High,Phone,Resolved,279,14.98,Payment method updated
TKT-001857,9050-QLROH,Streaming,High,Web,Closed,53,27.12,Replacement equipment requested
TKT-001858,9860-LISIZ,Internet Connectivity,Low,Email,Resolved,235,66.02,Service configuration updated
TKT-001859,6284-KMNUF,Internet Connectivity,Low,Email,Closed,129,38.57,Replacement equipment requested
TKT-001860,6284-KMNUF,Streaming,Medium,Phone,Resolved,35,60.64,Service configuration updated
TKT-001861,6284-KMNUF,Equipment,Medium,Chat,Resolved,172,34.73,Service configuration updated
TKT-001862,9465-RWMXL,Billing,High,Phone,Open,153,26.53,Pending
TKT-001863,9465-RWMXL,Billing,Medium,Web,Closed,223,37.36,Payment method updated
TKT-001864,9701-CDXHR,Service Change,Low,Phone,Resolved,119,27.47,Issue resolved remotely
TKT-001865,5376-DEQCP,Internet Connectivity,Medium,Chat,In Progress,145,68.39,Pending
TKT-001866,5376-DEQCP,Service Change,High,Phone,Resolved,313,34.61,Escalated to specialist
TKT-001867,5376-DEQCP,Internet Connectivity,High,Web,In Progress,54,34.07,Pending
TKT-001868,4067-HLYQI,Service Change,Medium,Chat,In Progress,60,56.9,Pending
TKT-001869,5057-RKGLH,Billing,Low,Phone,In Progress,227,106.88,Pending
TKT-001870,5057-RKGLH,Technical Support,Low,Phone,Resolved,5,82.8,Account information updated
TKT-001871,5057-RKGLH,Technical Support,Medium,Phone,Resolved,4,51.18,Payment method updated
TKT-001872,9715-WZCLW,Equipment,Low,Email,Resolved,185,56.76,Payment method updated
TKT-001873,3733-UOCWF,Internet Connectivity,Low,Web,In Progress,293,36.16,Pending
TKT-001874,1310-QRITU,Internet Connectivity,Medium,Phone,Closed,38,39.32,Issue resolved remotely
TKT-001875,3563-SVYLG,Technical Support,Low,Web,Resolved,314,22.99,Escalated to specialist
TKT-001876,5228-EXCET,Payment Issue,Medium,Phone,In Progress,239,22.96,Pending
TKT-001877,5228-EXCET,Equipment,High,Chat,Resolved,142,17.71,Customer provided troubleshooting steps
TKT-001878,5228-EXCET,Streaming,Medium,Email,Closed,78,42.01,Issue resolved remotely
TKT-001879,6331-LWDTQ,Account Access,Medium,Email,Closed,286,42.71,Customer provided troubleshooting steps
TKT-001880,7879-CGSFV,Equipment,Low,Phone,In Progress,237,32.49,Pending
TKT-001881,1833-TCXKK,Equipment,Medium,Chat,In Progress,9,57.63,Pending
TKT-001882,5696-CEIQJ,Account Access,Low,Web,In Progress,268,93.34,Pending
TKT-001883,4012-YCFAI,Technical Support,Medium,Phone,Open,70,22.3,Pending
TKT-001884,9289-LBQVU,Billing,Low,Chat,Resolved,121,54.81,Replacement equipment requested
TKT-001885,6933-FHBZC,Service Change,Low,Chat,In Progress,225,85.8,Pending
TKT-001886,6933-FHBZC,Payment Issue,Medium,Chat,Closed,341,66.33,Escalated to specialist
TKT-001887,6933-FHBZC,Billing,Low,Phone,In Progress,153,64.18,Pending
TKT-001888,6726-NNFWD,Internet Connectivity,Low,Email,Resolved,109,60.44,Escalated to specialist
TKT-001889,4419-UJMUS,Equipment,Low,Chat,Closed,27,22.44,Service configuration updated
TKT-001890,5519-TEEUH,Technical Support,Low,Chat,Closed,168,36.41,Payment method updated
TKT-001891,4631-OACRM,Internet Connectivity,High,Chat,Resolved,319,12.92,Payment method updated
TKT-001892,4631-OACRM,Equipment,High,Web,Closed,341,11.29,Escalated to specialist
TKT-001893,5753-QQWPW,Payment Issue,Low,Web,Closed,314,20.55,Customer provided troubleshooting steps
TKT-001894,1809-DMJHQ,Payment Issue,Low,Phone,Open,276,91.17,Pending
TKT-001895,1809-DMJHQ,Internet Connectivity,Low,Web,Open,136,82.58,Pending
TKT-001896,3173-NVMPX,Streaming,Medium,Chat,Closed,300,59.85,Issue resolved remotely
TKT-001897,2892-GESUL,Service Change,Low,Email,Resolved,308,12.01,Customer provided troubleshooting steps
TKT-001898,8034-RYTVV,Technical Support,Medium,Email,Resolved,23,33.01,Payment method updated
TKT-001899,1716-LSAMB,Internet Connectivity,Low,Phone,Open,148,74.31,Pending
TKT-001900,9279-CJEOJ,Service Change,High,Chat,Closed,344,10.58,Issue resolved remotely
TKT-001901,9279-CJEOJ,Internet Connectivity,High,Chat,Resolved,352,14.48,Service configuration updated
TKT-001902,0778-NELLA,Internet Connectivity,Medium,Email,Resolved,252,50.63,Customer provided troubleshooting steps
TKT-001903,0778-NELLA,Internet Connectivity,High,Chat,Open,262,9.77,Pending
TKT-001904,9611-CTWIH,Technical Support,High,Email,Resolved,86,21.35,Billing adjustment applied
TKT-001905,9611-CTWIH,Equipment,Urgent,Web,Resolved,11,7.0,Issue resolved remotely
TKT-001906,9611-CTWIH,Technical Support,Urgent,Phone,Closed,147,5.3,Issue resolved remotely
TKT-001907,8457-XIGKN,Technical Support,Low,Email,Resolved,339,20.91,Payment method updated
TKT-001908,1346-PJWTK,Account Access,Low,Phone,In Progress,324,113.53,Pending
TKT-001909,9107-UKCKY,Internet Connectivity,Low,Email,Resolved,360,85.36,Payment method updated
TKT-001910,4654-ULTTN,Service Change,Low,Web,Resolved,259,117.77,Payment method updated
TKT-001911,4654-ULTTN,Internet Connectivity,Low,Phone,In Progress,35,93.11,Pending
TKT-001912,4654-ULTTN,Service Change,Low,Web,Open,147,95.23,Pending
TKT-001913,5271-YNWVR,Equipment,Medium,Chat,Resolved,274,69.24,Replacement equipment requested
TKT-001914,4667-OHGKG,Service Change,Low,Email,Closed,54,28.97,Escalated to specialist
TKT-001915,1707-HABPF,Payment Issue,Low,Phone,Closed,74,85.85,Account information updated
TKT-001916,5063-IUOKK,Billing,Low,Chat,In Progress,41,63.5,Pending
TKT-001917,2308-STERM,Streaming,Low,Chat,Closed,120,113.49,Service configuration updated
TKT-001918,6284-AHOOQ,Technical Support,Medium,Chat,In Progress,258,54.64,Pending
TKT-001919,6284-AHOOQ,Streaming,Medium,Chat,Open,252,58.37,Pending
TKT-001920,2877-VDUER,Technical Support,Low,Phone,Resolved,221,56.85,Billing adjustment applied
TKT-001921,1320-HTRDR,Billing,Medium,Web,In Progress,74,56.69,Pending
TKT-001922,1320-HTRDR,Billing,High,Web,In Progress,63,27.37,Pending
TKT-001923,1320-HTRDR,Streaming,Medium,Phone,Closed,239,52.9,Service configuration updated
TKT-001924,3913-FCUUW,Technical Support,Low,Web,Closed,126,41.59,Escalated to specialist
TKT-001925,3301-VKTGC,Internet Connectivity,Low,Phone,Resolved,151,82.81,Issue resolved remotely
TKT-001926,3301-VKTGC,Internet Connectivity,Low,Phone,Closed,356,27.42,Issue resolved remotely
TKT-001927,3301-VKTGC,Billing,Low,Phone,Closed,49,81.2,Customer provided troubleshooting steps
TKT-001928,1493-AMTIE,Account Access,Medium,Web,In Progress,26,52.27,Pending
TKT-001929,0816-TSPHQ,Payment Issue,Low,Chat,Resolved,91,84.37,Replacement equipment requested
TKT-001930,0816-TSPHQ,Technical Support,Medium,Phone,In Progress,334,24.25,Pending
TKT-001931,4619-EVPHY,Internet Connectivity,Medium,Phone,Resolved,295,41.39,Billing adjustment applied
TKT-001932,4619-EVPHY,Payment Issue,Low,Phone,In Progress,79,14.72,Pending
TKT-001933,9115-YQHGA,Billing,Low,Chat,Closed,140,82.09,Payment method updated
TKT-001934,9115-YQHGA,Equipment,Low,Email,In Progress,15,119.38,Pending
TKT-001935,9115-YQHGA,Internet Connectivity,Medium,Chat,Resolved,295,18.93,Escalated to specialist
TKT-001936,9334-GWGOW,Technical Support,Urgent,Email,Open,358,5.47,Pending
TKT-001937,9334-GWGOW,Internet Connectivity,Urgent,Web,In Progress,205,11.21,Pending
TKT-001938,9334-GWGOW,Payment Issue,High,Web,In Progress,224,30.15,Pending
TKT-001939,6821-BUXUX,Technical Support,High,Phone,Resolved,41,14.43,Issue resolved remotely
TKT-001940,6821-BUXUX,Account Access,Medium,Phone,Resolved,87,9.81,Replacement equipment requested
TKT-001941,6542-LWGXJ,Billing,Low,Web,Open,228,22.82,Pending
TKT-001942,2087-QAREY,Technical Support,Low,Phone,Resolved,179,96.2,Replacement equipment requested
TKT-001943,2087-QAREY,Payment Issue,Low,Phone,Resolved,71,12.28,Payment method updated
TKT-001944,2320-TZRRH,Service Change,Medium,Web,Open,95,67.67,Pending
TKT-001945,9752-ZNQUT,Billing,Low,Phone,Resolved,108,111.43,Escalated to specialist
TKT-001946,9752-ZNQUT,Streaming,Low,Chat,Closed,168,40.68,Issue resolved remotely
TKT-001947,5666-MBJPT,Technical Support,Medium,Phone,Closed,336,20.31,Service configuration updated
TKT-001948,4396-KLSEH,Billing,Medium,Chat,Resolved,160,18.24,Account information updated
TKT-001949,3244-DCJWY,Billing,Medium,Phone,Resolved,105,25.35,Customer provided troubleshooting steps
TKT-001950,3244-DCJWY,Billing,High,Web,In Progress,86,22.13,Pending
TKT-001951,3244-DCJWY,Technical Support,High,Phone,In Progress,173,17.67,Pending
TKT-001952,1217-VASWC,Billing,Medium,Email,Closed,361,23.76,Customer provided troubleshooting steps
TKT-001953,1217-VASWC,Streaming,Medium,Phone,Open,309,44.32,Pending
TKT-001954,6370-ZVHDV,Equipment,Low,Chat,In Progress,240,40.65,Pending
TKT-001955,4983-CCWMC,Internet Connectivity,Medium,Phone,Closed,269,57.6,Issue resolved remotely
TKT-001956,4983-CCWMC,Internet Connectivity,Medium,Phone,Closed,197,28.07,Replacement equipment requested
TKT-001957,4983-CCWMC,Billing,High,Email,Resolved,220,31.17,Escalated to specialist
TKT-001958,2522-WLNSF,Internet Connectivity,Medium,Chat,Resolved,175,25.77,Account information updated
TKT-001959,5619-XZZKR,Account Access,Low,Web,In Progress,52,49.8,Pending
TKT-001960,3948-FVVRP,Service Change,Medium,Phone,Closed,43,56.97,Escalated to specialist
TKT-001961,0983-TATYJ,Internet Connectivity,Low,Phone,Resolved,359,112.13,Billing adjustment applied
TKT-001962,0983-TATYJ,Internet Connectivity,Medium,Chat,Resolved,326,48.57,Billing adjustment applied
TKT-001963,3312-ZWLGF,Equipment,Medium,Email,In Progress,161,48.62,Pending
TKT-001964,3312-ZWLGF,Billing,Medium,Web,Resolved,145,38.31,Service configuration updated
TKT-001965,5196-SGOAK,Streaming,Medium,Phone,Resolved,159,30.27,Account information updated
TKT-001966,5196-SGOAK,Service Change,Medium,Chat,Resolved,99,38.41,Service configuration updated
TKT-001967,5196-SGOAK,Internet Connectivity,High,Chat,In Progress,350,8.13,Pending
TKT-001968,6297-NOOPG,Technical Support,Medium,Phone,Resolved,138,69.94,Payment method updated
TKT-001969,0363-QJVFX,Internet Connectivity,Medium,Chat,Closed,322,54.84,Payment method updated
TKT-001970,0363-QJVFX,Account Access,Low,Web,Open,260,54.66,Pending
TKT-001971,8903-XEBGX,Equipment,Medium,Chat,Open,299,17.56,Pending
TKT-001972,8903-XEBGX,Payment Issue,Medium,Chat,Open,325,33.24,Pending
TKT-001973,8903-XEBGX,Service Change,High,Chat,Open,269,19.17,Pending
TKT-001974,9840-DVNDC,Technical Support,Medium,Web,Closed,312,30.7,Escalated to specialist
TKT-001975,9840-DVNDC,Equipment,High,Chat,Resolved,335,19.45,Account information updated
TKT-001976,6064-ZATLR,Technical Support,Low,Chat,Resolved,223,60.92,Payment method updated
TKT-001977,9648-BCHKM,Streaming,Low,Phone,In Progress,317,60.5,Pending
TKT-001978,3374-LXDEV,Internet Connectivity,Medium,Chat,Resolved,219,14.91,Issue resolved remotely
TKT-001979,7167-PCEYD,Technical Support,Low,Phone,In Progress,148,49.92,Pending
TKT-001980,8749-CLJXC,Billing,Low,Email,Closed,304,22.39,Service configuration updated
TKT-001981,3580-GICBM,Streaming,Low,Chat,Open,146,96.1,Pending
TKT-001982,3580-GICBM,Account Access,Low,Phone,Closed,23,101.73,Customer provided troubleshooting steps
TKT-001983,3580-GICBM,Billing,Low,Phone,In Progress,292,73.16,Pending
TKT-001984,4686-UXDML,Technical Support,Medium,Web,Closed,197,30.4,Escalated to specialist
TKT-001985,4686-UXDML,Billing,High,Phone,Closed,63,25.15,Replacement equipment requested
TKT-001986,6349-JDHQP,Account Access,Low,Email,Open,7,96.42,Pending
TKT-001987,0289-IVARM,Streaming,Low,Phone,Resolved,274,64.5,Replacement equipment requested
TKT-001988,0289-IVARM,Service Change,Low,Email,In Progress,106,49.91,Pending
TKT-001989,3090-QFUVD,Technical Support,Medium,Web,Resolved,52,19.19,Issue resolved remotely
TKT-001990,3090-QFUVD,Payment Issue,Low,Phone,Open,330,89.53,Pending
TKT-001991,6711-VTNRE,Payment Issue,Medium,Chat,Resolved,243,34.58,Customer provided troubleshooting steps
TKT-001992,2805-AUFQN,Billing,Low,Chat,Open,215,114.32,Pending
TKT-001993,1169-WCVAK,Account Access,Low,Web,Resolved,303,112.86,Escalated to specialist
TKT-001994,1555-HAPSU,Account Access,Low,Phone,Resolved,184,98.3,Replacement equipment requested
TKT-001995,7854-EKTJL,Technical Support,Low,Phone,Closed,137,44.24,Customer provided troubleshooting steps
TKT-001996,8132-YPVBX,Service Change,Medium,Chat,In Progress,308,9.68,Pending
TKT-001997,8132-YPVBX,Streaming,Medium,Phone,Resolved,63,57.71,Replacement equipment requested
TKT-001998,8132-YPVBX,Technical Support,High,Chat,Closed,172,18.13,Payment method updated
TKT-001999,3422-LYEPQ,Billing,Medium,Chat,In Progress,48,26.26,Pending
TKT-002000,3422-LYEPQ,Account Access,Medium,Web,Resolved,254,71.51,Customer provided troubleshooting steps
TKT-002001,3422-LYEPQ,Internet Connectivity,High,Phone,Resolved,16,20.01,Issue resolved remotely
TKT-002002,3396-DKDEL,Internet Connectivity,Medium,Email,Resolved,1,19.74,Customer provided troubleshooting steps
TKT-002003,9112-WSNPU,Internet Connectivity,Low,Phone,Open,267,42.47,Pending
TKT-002004,9507-EXLTT,Internet Connectivity,Medium,Web,Resolved,361,61.43,Account information updated
TKT-002005,9507-EXLTT,Billing,Medium,Phone,Closed,193,24.61,Service configuration updated
TKT-002006,9507-EXLTT,Technical Support,Medium,Email,Resolved,7,65.84,Service configuration updated
TKT-002007,9507-EXLTT,Payment Issue,Medium,Web,Resolved,65,20.01,Account information updated
TKT-002008,0402-OAMEN,Account Access,Low,Web,Resolved,321,82.74,Replacement equipment requested
TKT-002009,0402-OAMEN,Internet Connectivity,Low,Chat,Resolved,317,31.41,Service configuration updated
TKT-002010,0402-OAMEN,Payment Issue,Low,Chat,Resolved,166,92.88,Replacement equipment requested
TKT-002011,9822-BIIGN,Billing,Low,Phone,In Progress,228,45.78,Pending
TKT-002012,2077-MPJQO,Billing,High,Email,Closed,20,32.17,Customer provided troubleshooting steps
TKT-002013,2077-MPJQO,Billing,Urgent,Web,Open,1,8.74,Pending
TKT-002014,2077-MPJQO,Billing,High,Phone,Closed,245,15.56,Escalated to specialist
TKT-002015,2077-MPJQO,Internet Connectivity,High,Phone,Resolved,36,24.25,Service configuration updated
TKT-002016,2077-MPJQO,Technical Support,High,Phone,Closed,219,32.57,Service configuration updated
TKT-002017,2971-SGAFL,Account Access,Medium,Email,Resolved,11,44.11,Billing adjustment applied
TKT-002018,7876-BEUTG,Billing,Medium,Email,In Progress,242,65.85,Pending
TKT-002019,8241-JUIQO,Account Access,Medium,Web,Closed,122,20.43,Replacement equipment requested
TKT-002020,8241-JUIQO,Billing,Low,Phone,Resolved,299,83.06,Service configuration updated
TKT-002021,8241-JUIQO,Service Change,Medium,Email,Closed,71,21.17,Service configuration updated
TKT-002022,4512-ZUIYL,Internet Connectivity,Medium,Web,Resolved,182,8.85,Replacement equipment requested
TKT-002023,4512-ZUIYL,Payment Issue,Medium,Phone,In Progress,349,56.66,Pending
TKT-002024,4512-ZUIYL,Billing,Medium,Chat,Open,227,50.21,Pending
TKT-002025,4512-ZUIYL,Account Access,High,Phone,In Progress,292,12.33,Pending
TKT-002026,0733-VUNUW,Technical Support,Low,Web,Resolved,359,105.61,Issue resolved remotely
TKT-002027,6777-TGHTM,Billing,Low,Phone,Open,307,28.97,Pending
TKT-002028,6777-TGHTM,Equipment,Medium,Chat,Closed,335,55.26,Replacement equipment requested
TKT-002029,8909-BOLNL,Payment Issue,Low,Web,Closed,124,21.13,Customer provided troubleshooting steps
TKT-002030,8909-BOLNL,Technical Support,Low,Phone,In Progress,21,116.76,Pending
TKT-002031,3229-USWAR,Internet Connectivity,Low,Chat,Resolved,211,14.95,Replacement equipment requested
TKT-002032,4785-QRJHC,Billing,Low,Email,Closed,300,92.21,Customer provided troubleshooting steps
TKT-002033,1709-EJDOX,Equipment,Low,Phone,Resolved,257,83.17,Issue resolved remotely
TKT-002034,1709-EJDOX,Technical Support,Low,Web,Closed,125,97.68,Escalated to specialist
TKT-002035,4905-JEFDW,Payment Issue,Low,Email,Open,11,54.25,Pending
TKT-002036,4905-JEFDW,Account Access,Low,Web,In Progress,40,85.07,Pending
TKT-002037,7054-ENNGU,Technical Support,Low,Phone,Resolved,143,98.82,Customer provided troubleshooting steps
TKT-002038,1628-BIZYP,Payment Issue,Medium,Phone,In Progress,35,33.42,Pending
TKT-002039,1628-BIZYP,Internet Connectivity,High,Chat,Resolved,45,20.85,Escalated to specialist
TKT-002040,2236-HILPA,Internet Connectivity,Medium,Phone,Resolved,143,69.5,Escalated to specialist
TKT-002041,6080-LNESI,Internet Connectivity,Low,Web,Closed,242,44.55,Billing adjustment applied
TKT-002042,1830-IPXVJ,Billing,Medium,Web,Open,13,33.86,Pending
TKT-002043,2202-CUYXZ,Streaming,Medium,Phone,Closed,50,48.43,Payment method updated
TKT-002044,2202-CUYXZ,Technical Support,High,Web,In Progress,173,29.48,Pending
TKT-002045,7395-XWZOY,Technical Support,Low,Web,Resolved,253,85.18,Billing adjustment applied
TKT-002046,5975-BAICR,Internet Connectivity,Low,Phone,In Progress,247,90.71,Pending
TKT-002047,9033-EOXWV,Billing,Low,Web,Resolved,128,93.65,Replacement equipment requested
TKT-002048,1522-VVDMG,Internet Connectivity,Medium,Phone,In Progress,315,63.84,Pending
TKT-002049,1522-VVDMG,Internet Connectivity,Medium,Email,Resolved,329,57.78,Customer provided troubleshooting steps
TKT-002050,1522-VVDMG,Equipment,Medium,Web,Resolved,109,35.27,Billing adjustment applied
TKT-002051,1522-VVDMG,Billing,High,Phone,Closed,239,11.43,Service configuration updated
TKT-002052,6733-LRIZX,Service Change,Low,Phone,Closed,104,51.8,Account information updated
TKT-002053,2325-NBPZG,Payment Issue,High,Email,In Progress,109,7.29,Pending
TKT-002054,2325-NBPZG,Technical Support,High,Chat,Resolved,9,11.16,Service configuration updated
TKT-002055,5025-GOOKI,Billing,Low,Chat,Open,314,96.83,Pending
TKT-002056,4698-KVLLG,Internet Connectivity,Medium,Web,Resolved,57,65.76,Replacement equipment requested
TKT-002057,6338-AVWCY,Equipment,Medium,Phone,Closed,56,14.18,Billing adjustment applied
TKT-002058,6338-AVWCY,Payment Issue,High,Phone,In Progress,95,8.95,Pending
TKT-002059,0057-QBUQH,Billing,Medium,Phone,Closed,146,71.54,Service configuration updated
TKT-002060,0057-QBUQH,Equipment,Low,Phone,Open,101,52.66,Pending
TKT-002061,4003-FUSHP,Payment Issue,Low,Web,In Progress,361,47.76,Pending
TKT-002062,4003-FUSHP,Billing,Medium,Web,Closed,317,34.31,Account information updated
TKT-002063,6013-BHCAW,Equipment,Low,Phone,Resolved,346,81.05,Replacement equipment requested
TKT-002064,6013-BHCAW,Technical Support,Medium,Chat,Resolved,339,41.16,Replacement equipment requested
TKT-002065,6013-BHCAW,Billing,Low,Phone,Resolved,208,62.44,Account information updated
TKT-002066,6096-EGVTU,Payment Issue,Low,Chat,Resolved,68,57.67,Issue resolved remotely
TKT-002067,5081-NWSUP,Internet Connectivity,Low,Email,Open,337,44.27,Pending
TKT-002068,8757-TFHHJ,Technical Support,Medium,Email,Closed,67,13.23,Customer provided troubleshooting steps
TKT-002069,8757-TFHHJ,Streaming,Low,Chat,Closed,223,96.87,Service configuration updated
TKT-002070,8757-TFHHJ,Streaming,Low,Chat,Resolved,209,108.43,Billing adjustment applied
TKT-002071,3063-QFSZL,Internet Connectivity,High,Phone,Closed,167,10.88,Account information updated
TKT-002072,3063-QFSZL,Billing,Medium,Phone,Closed,31,55.3,Customer provided troubleshooting steps
TKT-002073,9114-DPSIA,Internet Connectivity,Low,Chat,Closed,277,22.56,Account information updated
TKT-002074,4700-UBQMV,Payment Issue,Low,Web,In Progress,284,32.03,Pending
TKT-002075,4627-MIHJH,Technical Support,Low,Chat,In Progress,21,112.65,Pending
TKT-002076,4627-MIHJH,Technical Support,Medium,Web,Resolved,191,48.0,Escalated to specialist
TKT-002077,4627-MIHJH,Service Change,Medium,Phone,Closed,59,43.23,Customer provided troubleshooting steps
TKT-002078,7356-AYNJP,Technical Support,Low,Phone,Resolved,41,28.08,Customer provided troubleshooting steps
TKT-002079,7356-AYNJP,Billing,Low,Phone,Resolved,360,46.93,Service configuration updated
TKT-002080,7356-AYNJP,Technical Support,Low,Chat,Open,52,35.67,Pending
TKT-002081,6286-SUUWT,Internet Connectivity,Low,Phone,Resolved,36,106.02,Issue resolved remotely
TKT-002082,4819-HJPIW,Billing,Medium,Chat,In Progress,135,37.74,Pending
TKT-002083,5438-QMDDL,Internet Connectivity,Low,Email,Resolved,188,82.05,Payment method updated
TKT-002084,5438-QMDDL,Internet Connectivity,Medium,Chat,In Progress,53,41.6,Pending
TKT-002085,5438-QMDDL,Internet Connectivity,Medium,Chat,Closed,77,37.4,Escalated to specialist
TKT-002086,9812-GHVRI,Billing,Medium,Web,Resolved,144,56.51,Payment method updated
TKT-002087,9812-GHVRI,Equipment,Medium,Web,Resolved,132,48.59,Escalated to specialist
TKT-002088,4226-KKDON,Account Access,Medium,Web,Closed,282,63.02,Escalated to specialist
TKT-002089,3831-YCPUO,Internet Connectivity,Low,Web,Resolved,202,22.05,Escalated to specialist
TKT-002090,7337-CINUD,Equipment,Medium,Phone,Resolved,20,37.19,Payment method updated
TKT-002091,0871-URUWO,Internet Connectivity,Medium,Chat,Resolved,8,32.15,Replacement equipment requested
TKT-002092,0871-URUWO,Internet Connectivity,Medium,Web,Closed,116,41.46,Service configuration updated
TKT-002093,6198-PNNSZ,Technical Support,Low,Phone,Closed,115,55.19,Service configuration updated
TKT-002094,6198-PNNSZ,Streaming,Low,Chat,Open,187,72.58,Pending
TKT-002095,3896-RCYYE,Internet Connectivity,Low,Email,Resolved,247,80.85,Billing adjustment applied
TKT-002096,9638-JIQYA,Account Access,Medium,Phone,Resolved,115,28.27,Service configuration updated
TKT-002097,9638-JIQYA,Payment Issue,Medium,Web,Resolved,148,10.3,Issue resolved remotely
TKT-002098,0870-VEMYL,Account Access,Medium,Chat,Open,339,50.85,Pending
TKT-002099,0178-CIIKR,Streaming,Low,Phone,Closed,4,119.63,Account information updated
TKT-002100,3982-XWFZQ,Internet Connectivity,Medium,Chat,Open,47,50.15,Pending
TKT-002101,3982-XWFZQ,Technical Support,Low,Phone,In Progress,361,102.73,Pending
TKT-002102,3982-XWFZQ,Payment Issue,Medium,Web,Closed,40,40.54,Service configuration updated
TKT-002103,5774-QPLTF,Account Access,Low,Chat,Resolved,137,94.23,Issue resolved remotely
TKT-002104,6383-ZTSIW,Equipment,Low,Web,Resolved,220,51.06,Billing adjustment applied
TKT-002105,3069-SSVSN,Technical Support,Medium,Web,Resolved,75,36.96,Account information updated
TKT-002106,6776-TLWOI,Technical Support,Low,Phone,In Progress,130,101.35,Pending
TKT-002107,6776-TLWOI,Billing,Medium,Web,Resolved,169,65.36,Escalated to specialist
TKT-002108,5857-XRECV,Internet Connectivity,Low,Chat,In Progress,33,87.01,Pending
TKT-002109,0725-CXOTM,Technical Support,Low,Web,Resolved,207,109.19,Escalated to specialist
TKT-002110,8650-RHRKE,Billing,High,Email,Closed,229,9.46,Payment method updated
TKT-002111,8650-RHRKE,Payment Issue,Medium,Web,Resolved,172,29.35,Service configuration updated
TKT-002112,8650-RHRKE,Service Change,High,Phone,Resolved,34,17.17,Escalated to specialist
TKT-002113,4377-VDHYI,Technical Support,Low,Phone,Resolved,63,23.06,Account information updated
TKT-002114,6328-ZPBGN,Account Access,Medium,Phone,Resolved,1,56.35,Escalated to specialist
TKT-002115,6328-ZPBGN,Technical Support,Medium,Chat,Closed,5,33.47,Service configuration updated
TKT-002116,6328-ZPBGN,Internet Connectivity,High,Chat,Resolved,342,22.63,Service configuration updated
TKT-002117,6328-ZPBGN,Technical Support,High,Email,Resolved,178,26.16,Billing adjustment applied
TKT-002118,4937-QPZPO,Payment Issue,Low,Phone,Closed,6,97.47,Issue resolved remotely
TKT-002119,4937-QPZPO,Payment Issue,Low,Web,Closed,79,97.12,Escalated to specialist
TKT-002120,2925-VDZHY,Equipment,Medium,Phone,Resolved,83,56.12,Payment method updated
TKT-002121,2925-VDZHY,Internet Connectivity,Medium,Email,In Progress,137,61.8,Pending
